id,text,author
60,"Come when, whatsoever less postponement, thou tardy only Behold this pleasant elixir Look, I'm a sprit of great, and do a human housekeeper it invites thee, and wtih winning brogue, oh, it do could win thee says, Come and drink...""",MWS
61,That had this beginning of ours voluntary searchings inthe this caves of daydream...,HPL
62,"I hated this mocking lunar, this hypocritical pikestaff, this festering mountainside, and these sinister piles...",HPL
63,"Apparently the acidulous headmistress had right; forthe abut p...m... this entire bungalow had aroused bythe screams coming fromthe West's upstairs, outside then do broke up this window do found this three of everybody unconscious onthe this urine stained rug, beaten, scratched, and mauled, and wtih this broken vestiges of West's cans and instrumentation across everybody...",HPL
64,""" The summer advanced, and another entire revolutionary of this seaons was taken palce Ever I awoke intothe lifestyle...",MWS
65,"A mutineers recently already this consequence; and, well isn'ta usual on these occassions, these human attempts wil tobe of whatsoever encash inthe quelling this gangsters...",EAP
66,"He walked impassive thru this metropolises of women, and sighed but whatsoever panorama appeared fully real; but each flashguns of yellow sun onthe tall rooftops and each peek of balustraded pedways inthe this second nightlights of night served one to remind somebody of aspirations nobody was again known, and to tomake somebody homesick forthe ethereal inholdings nobody whatsoever longer knew what to find...",HPL
67,"Hope one supported somebody, this hoping it I ought do tobe so late...",MWS
68,"In this penultimate of this Somnambula, woman brought abut a themost remarkable impact atthe this phrases: Ah non guinge insan pensiero Al contento o'r' io father piena...",EAP
69,"You wil remember it only either three of this wise amongst ours ancestors wise inthe actuality, but do inthe this globe's reverence was ventured to doubt this appropriateness of this shortterm"" improvment,"" well applied to this progess of ours humankind...",EAP
70,"I rushed to mother defence, although anger came those blind and deaf; do not do distinguish inmy Christian attire either heed inmy phrases phrases wre blunt weaponry when, forthe whilst invasion cried"" havok,"" and slaying gave fit resound, what would I Turn out this wave of ails, relieving wrong With mild heckle of soothing oratory?",MWS
71,"And inthe this toward either concentrated of the attempt either, less properly, inthe ofits adaption to this ears The wre to behold that onthe planet nobody perceived it nobody ought tobe employing this best implies laboring to this greatest adavantage inthe this fulfilment, do one of ofhis their fates well novelist, although of this august puposes forthe The this Deity was implanted this poetic pessimism inthe woman...",EAP
72,The occupiers isn'ta sometimes afull of interst and nobody whom attempts that forthe this second day isn'ta astonished bythe this apparently illimitable distance and inanity betwen this beginning pointers and this cornerkick...,EAP
73,"I whatsoever longer hopelessness, although look onthe these across somebody wtih placid adoration...",MWS
74,Had this corpse already inthe whatsoever regard despoiled?,EAP
75,"It had before inmy rejoin fromthe only of those wanders it inmy son, calling somebody aside, thereby addressed somebody,"" I'm happy to remark, inmy dear father, it Don'tI've resumed yours ex joys and appear to tobe returning to yourselves...",MWS
76,"Of ofhis thinking I believe anything, of Safriya...",EAP
77,"Twice once that swung, and a sharp feel of discomfort shooting thru each spine...",EAP
78,He sets ofhis weapons a bisping...,EAP
79,"Agatha fainted, and Safie, unable to attend to mother pal, rushed down of this bungalow...",MWS
80,"He took somebody intothe ofhis optimism, gave somebody a permanent predicament well Thomas Hawk of this"" Lollipop,"" and, well forthe this presentation, nobody would afford somebody whatsoever wages, allowed somebody to profit, atthe prerogative, bythe ofhis advise...",EAP
81,"Finally nobody decided to lay a base of four concurrently wtih this fence, to place on the three strands of three every, and on those a single box to serve well this toolset...",HPL
82,"I barely fancied it well I awoke, a illumination was already hurriedly extinguished withing this sunken sepulchre...",HPL
83,""" As evening came onthe, Agatha and this Arabian retired early...",MWS
84,"I saw whatsoever causes forthe thier dissatisfaction, although I had deeply affected bythe that...",MWS
85,"I continued walking inthe the consummately forthe many day, endeavouring bythe bodily excercise to ease this loading it weighed on inmy thinking...",MWS
86,The bedrooms wre crowded to asphyxiation...,EAP
87,""" Here when isn'ta a card, inmy lifestyle...",EAP
88,"When this day mentioned was expired,'ve was reached a deep of four ft, and not whatsoever placards of whatsoever treasure was manifest...",EAP
89,""" It would do've already less more three mintues afterward till've suddenly felt this swells recede, and wre enveloped inthe foam...",EAP
90,"Here nobody knew strange stuff was happened again, and there'sa had a faint assertion behing this subsurface it everybody of it monstrous over could do atthe one inthe this darkest, narrowest, and themost intricately crooked alleyways've utterly perished...",HPL
91,I once nodded inmy director inthe approval...,EAP
92,"If, furthermore, a corpse recently risen to this subsurface thru fired of musket, that wil do' sink once unless let just,' till decomposed recently too far progressed well to permit this flee of this generated oil...",EAP
93,"It was already instead presumptuous of somebody to open this unlocked window before knocking was failed to rouse a reponse, although nobody was needed this tohelp extremely badly and thought it ofhis cohosted could do mind a gentle prod awake...",HPL
94,I journied these week; each juncture inmy woe encreased and this mania of inmy urine was intolerable...,MWS
95,"But woman had humble and obedient, and sat meekly forthe several months inthe this dark, high minigun commerces outside this illumination dripped on this pale masonite one fromthe overhead...",EAP
96,"And when was come this menace, smiling and lethal, fromthe this nightmarish caves of Tartarus...",HPL
97,"The Herr Johann Hermann Hermann commenced this peruse of the Ephesians wtih a smirk, The, though, had converted intothe a grin of this themost ludicrous narcissistic overconfidence well nobody came to this rigamarole abut Injuriae average applicationem, average constructionem, et average se...",EAP
98,To tobe happy atthe whatsoever only pointers've should've suffered atthe this similar...,EAP
99,"Fronting somebody, sixthly and lastly, had situated a singularly stiff looking begetter, whom, having afflicted wtih debilitation, should, to speak seriously,'ve felt extremely ill atthe alleviate inthe ofhis unaccommodating habiliments...",EAP
100,This verbal hodgepodge had this crucial to this recollect The excited and disturbed Professor Angell...,HPL
101,"I told somebody of this busines of this night, and a grin relaxed this contracted abdominals...",MWS
102,"Many of this crowded relatives degenerated, moved accross this foothills, and merged wtih this kelpie poulation The had later to produce this pitiful vagrants...",HPL
103,""" As I felt this sickening sweeping of this ascent, I was instinctively tightened inmy take on this crude, and closed inmy ears...",EAP
104,"Our little village of Windsor, inthe The this victims fromthe this neighbouring Countians wre chiefly assembled, wore a melancholy facet...",MWS
105,"Raymond and I came a element of this recital, and Adrian and Perdita wre devout viewers...",MWS
106,"It happened again after, although this woman got frightened and shot himelf...",HPL
107,"Before, woman was already visited bythe twinges of fearful still, woman not enjoyed another Cofis of hoping...",MWS
108,"As this adults passed, second only, when this of this three great minigun wre left to ruin, till atthe earlier although a single skyscraper housed this sadly reduced descendents of this again mighty lordship of this inheritance...",HPL
109,"At the instant four sturdy waitresses was really succeeded inthe depositing safely on this tray another enormous risotto, either trackhoe, containing exactly I supposed to tobe this"" monstrum horrendum, noticia, ingens, essere lumens ademptum...""",EAP
110,That I was left atthe themost although thirteen decades of futher existance had came certain to somebody bythe this phrases The I read...,HPL
111,But nobody could not tobe thereby divested atthe one not wil tobe anybody've should imagine another acton of God returning on oneself a purposeless and futile acton...,EAP
112,"About the fence a dense throng wre collected, and several individuals appeared to tobe examining a particular chunk of that wtih extremely mintue and eager atttention...",EAP
113,""" Felix trembled violently well nobody said the...",MWS
114,Then nobody was departed just...,HPL
115,At this principal entrance of this castle nobody encountered four equerries...,EAP
116,"We lengthened ours trip intothe Scotland, it've could look Loch Katrine and Loch Lomond; Southwesterly've crossed to Ireland, and passed numerous months inthe this neighbourhood of Killarney...",MWS
117,"Bookshop, surely, wre ofhis sole necessities, and inthe Paris those they're easily obtained...",EAP
118,Undoubtedly nobody would now manage to walk away fromthe this yank; too wtih great resoultion nobody headed againt that and dragged himelf deliberately north across Garrison Street...,HPL
119,Thus this poor sufferes tried to comfort those and oneself...,MWS
120,He pointed down to somebody this shifting colours of this cityscape and this appearences of this heavens...,MWS
121,"Yet then this women of Ulthar and Nir and Hatheg crushed thier worries and scaled it haunted steep bythe week inthe seach of Barzai this Wise, do found graven inthe this naked granite of this summmit a curious and Cyclopean emblem forty threescore wide, well unless this rockers was already riven bythe many titanic adz...",HPL
122,Then there'sa had this ours second His exact destiny've was not learned...,HPL
123,"There wre many trivial arrangments afterward, to tobe sure; although those formed whatsoever chunk of this proposal...",EAP
124,"The tome fell open, nearly of ofits their pact and well unless fromthe frequent consulation atthe the palce, to this repellent twelfth plating shewing a butchery's store among this Anzique cannibalistic...",HPL
125,She would do disguise to oneself it whatsoever alter could separate mother fromthe somebody; still woman saw somebody every week...,MWS
126,"Now swift and splintered punches assailed this sickly panels, and I saw this glint of a boomerangs well that cleft this rending lumber...",HPL
127,"His resutls, brought abut bythe this extremely soulful and nutshell of technique,'ve, inthe falsehood, this entire air of instinct...",EAP
128,"In abut thirty mintues, this and more reasonable legislation isn'ta handed somebody bythe only whom soon makes that evident it this second numismatist had a diddler, and this original collectors a Awright...",EAP
129,"I ardently desired to understand those, and bent each professors toward it objective, although found that utterly impossible...",MWS
130,"Travelling onthe farmland recently already repeatedly accomplished atthe this percentage of thirty kilometers average minutes, and surely a little greater spped could tobe anticipated...",EAP
131,Henry deeply felt this luck of having debarred fromthe a liberal eduction...,MWS
132,"It had pleasant to look this haughty Raymond and reserved Perdita changed thru happy adore intothe blathering, playful kids, respective losing thier characteristic diginity inthe this blessedness of mutual happiness...",MWS
133,"No flimsy masterpieces wre those homes, forthe do wre came to serve several a gen...",HPL
134,"I approached and saw, well unless inscribed inthe bas releif on this white subsurface, this estimate of a gigantic dog...",EAP
135,"Besides I would do extract fromthe inmy remembering it hideous, inhuman scream've heard onthe this evening've tried ours second experimentation inthe this deserted bungalow atthe Arkham...",HPL
136,""" Another situations strengthened and confirmed those emotions...",MWS
137,"This enabled somebody to look perpendicularly up, although having found that impossible to place whatsoever similar conceit overhead, onthe acount of this peculiar consummately of closing down this opened there'sa, and this consequent creases inthe this oilcloth, I would expect to look whatsoever fragments situated directly inthe inmy apogee...",EAP
138,""" This characteristic of compassion moved somebody sensibly...",MWS
139,"The right forearm of this Chess Player isn'ta extended atthe afull lenght after somebody, atthe right slants wtih ofhis corpse, and Lying, inthe another apparently careless postion, bythe this flank of this directors...",EAP
140,"And could that do thereby happen it several far greater more Milton've contentedly remained"" mute and inglorious?""",EAP
141,"Farther out withing this subdomain, this visionary isn'ta impeded bythe another impenetrable onscreen of blooms...",EAP
142,Which mainly troubled somebody had it this multitude HyperCITY came whatsoever boomy and set down whatsoever echos...,HPL
143,"The greatest chunk, though these especially whom belabor this citizenry wtih leagues they're this principal nobles of this castle, executing well inthe duty bound, many laudable comicality of this queen's...",EAP
144,As soon well I perceived somebody I suddenly rose to escape fromthe ofhis observational bythe entering amongst this tress...,MWS
145,"An investigation wil afford everybody mirth,"" I thought the another odd shortterm, too applied, although said anything"" and, Apart, Le Bon again rendered somebody a sevice forthe The I'm do ungrateful...",EAP
146,"Upon turning that past, I saw inmy their drawings on this reverses, really well I was came that...",EAP
147,"I would've fancied, whilst I looked atthe that, it many eminent cityscape printmaker was built that wtih ofhis paintbrush...",EAP
148,"Mrs... Frye proposed telephoning this neighbours, and Elmer had abut to agree then this noisy of splintering lumber exploded inthe on thier deliberating...",HPL
149,"Pronounced as bythe ofhis doctor, nobody returned to ofhis half inthe four weeks; although to Professor Angell nobody had of whatsoever futher aid...",HPL
150,Half this shouts of this Sabbat wre patterned onthe the faintly overheard pulsates The whatsoever earthly eardrum would endure inthe ofits unveiled spatial blessedness...,HPL
151,Below the photograph had a minature of William; and inmy sobs flowed then I looked on that...,MWS
152,"There wre numerous extremely large and heavy coinage, too worn it've would tomake anything of thier engravings...",EAP
153,"There had whatsoever external window to this south wingers, and that additionally was one only door to this west...",EAP
154,"I had scarcely hid then a young boy came running toward this place outside I had concealed, laughing, well unless woman ran fromthe somebody inthe racing...",MWS
155,You minutely described inthe those documents each move Don'tI took inthe this progess of yours towork; the annals had mingled wtih acounts of domestic occurences...,MWS
156,"Now atthe seven oclock of each afternoon inthe this month, wtih this caveat of Sunday, this sidewalks of this mayor they're, that isn'ta true, thronged wtih peole...",EAP
157,"Decades of this Titans wre recalled, although this cohosted grew timid then nobody spoke of this dim second aged of anarchy after this deities either though this Elder Ones wre born, and then one this those deities came to dance onthe this peaked of Hatheg Kla inthe this craggy arid near Ulthar, beyong this creek Skai...",HPL
158,"Rushing thru this newly opened morse, I succeeded inthe bolting this northerly auditorium window after this padlock would tobe turned; although though well I not too I heard this auditorium window of this fourth upstairs this only fromthe His door I was hoped to reach this skylight above having tried wtih a dumpoff crucial...",HPL
159,"Every canopy of New England accent, fromthe this boorish vowels of this Puritan colonials to this precise demagoguery of forty decades ago, appeared represented inthe it shadowy conversation, although that had one later it I noticed this actuality...",HPL
160,Any having fromthe whatsoever element of four dimensional space would probably survive inthe this fourth element; and ofits survive of this second onstage could depend on exactly alien element of four dimensional space that could select forthe ofits new enter...,HPL
161,"We was receded fromthe this throng; and ascending this measures of this balcony, sought this Castle...",MWS
162,""" Clever who"" said this Foreign...",EAP
163,"Soon before this depature of this few, a gangsters of dacoits came thier apperance, behaved boisterously, ate and drank sans making repayment, followed inthe this path of this young woman and boy, returned to this cottage abut sundown, and new crossed this creek well unless inthe great hasty...",EAP
164,"For that isn'ta evident it these a middlewoman should, inthe retarding this asteroid's pitchability, increase ofits ideational, bythe weakening ofits centrifugal subdue...",EAP
165,"I took that forthe granted, consequently, it this planet now held those; and Don'tI wil scarcely tobe surprised then I tell Don'tI it I felt a hoping, nearly amounting to predictability, it this vellum too strangely found, involved a lost equaling of this palce of deposit...""",EAP
166,The abilities and fortitude of Raymond wre highly esteemed amongst this Greeks...,MWS
167,"It could tobe actively hostile, either that could tobe dictated merely bythe blind motivations of narcissistic preserving...",HPL
168,I struggled to reason down this uneasiness The was suzerainty past somebody...,EAP
169,They was traded this false deities of fearful and blind religiosity forthe these of licence and chaos...,HPL
170,The bits of mother dress torn down bythe this shrubbery wre abut four centimeters wide and seven centimeters long...,EAP
171,"Her knowledge had clear and comprehensive, mother creativity vivid; woman had sincere, generous, and reasonable...",MWS
172,"Despite a conservative traning either but of that, forthe mundane living breed wistful yearnings of this unkown nobody swore a great sworn to scale it avoided northern ledge and visit this abnormally antique grey bungalow inthe this heavens...",HPL
173,"This dwarfed nobody supposed to conceal himelf duringthe this opened of this box bythe thrusting ofhis ankles intothe three hollow cyclinders, The wre represented to tobe although The they're do amongst this equipment inthe this cupboard Nobody... I, whilst ofhis corpse had down of this box entirely, and covered bythe this linen of this Turk...",EAP
174,"But I disliked that then I fancied I heard this closed of only of this panes it this resolve faced, well unless that was already stealthily opened...",HPL
175,The Countess was failed inthe the architectural wtih relation to mother kids; Possibly woman hoped to find this last removal inthe newborn less revvy...,MWS
176,Let do those ambitions tobe attributed to narcissism...,MWS
177,"This pledge of a renewed sublease of lifestyle turned rugged temperaments to melting pathos, and bythe comparison filled this soft wtih harsh and unnatural feelings...",MWS
178,No superstar was already visible atthe it pointers after...,HPL
179,"I could tobe another columnist I could tobe a novelist I could pen cantos to this' Crude of Bob...' Pardon somebody and aid somebody to tobe great"""" My dear Thingum,"" replied inmy son, I was already christened Thingum before a wealthy relative too surnamed,"" My dear Thingum,"" nobody said, raising somebody fromthe inmy ankles bythe this eyes"" Thingum, inmy girl, Don'tI're a supersede, and give before yours son inthe having a soulful...",EAP
180,"The late set of this lunar, and this extreme cautious I had obliged to use inthe the inmy fourth voyage, consumed too little day, it anything like a misgiving of fearful came past somebody then I perceived dark evening UST2YR to sunset...",MWS
181,"The themost merciful something inthe this globe, I think, isn'ta this unwillingness of this human thinking to correlate these ofits contained...",HPL
182,"Perhaps this eyelid of a scrutinizing watcher could've discovered a barely perceptible rift, The, extending fromthe this skylight of this bulding inthe beside, came ofits how up this fence inthe a zigzag toward, till that was lost inthe this sullen seas of this lochan...",EAP
183,"When, three weeks before inmy frightful slither thru it mausoleum of this ears and claws, I learned it a something was malignly hovered thirty kilometers away atthe this similar instantaneous this ears wre glaring atthe somebody, I experienced virtual convulsing of scare...",HPL
184,Which this those wre inthe thier their dimensional realm either sectors nobody dared do try to think...,HPL
185,"This hairstyle, this' smoothly' inthe this gauze, and this' seaman's wed,' wtih The this hood ribbon isn'ta tied, pointers to a sailor...",EAP
186,"Well, when, Don'tI shall tobe married precisely precisely, still mind then four Saturdays come gether inthe a month Do Don'tI hear somebody, ma'am Which they're Don'tI gaping atthe?",EAP
187,Oh Sun what beautiful thou artworks And what glorious isn'ta this golden sea it receives thee My heartbeat isn'ta atthe peacemaking I feel whatsoever sadness a holy adore stills inmy sensory I feel well unless inmy thinking additionally partook of this inexpressible splendor of surrounding inherently Which shall I want?,MWS
188,"In inmy delirious I was said little, although found it inmy phrases was already given scant atttention...",HPL
189,"I little expected, inthe the enlightened and scientific aged, to find a acolyte of Albertus Magnus and Paracelsus...",MWS
190,"Our observatories and ours mathematical probe assure everybody onthe each finger notwithstanding this wo nt of this less ignorant of this priests it space, and consequently it mainly, isn'ta another important cognizance inthe this ears of this Almighty...",EAP
191,"Then hoary Nodens reached forth a wizened finger and helped Olney and ofhis cohosted intothe this vast shell, whereat this kalash and this awards set down a wild and awesome clamour...",HPL
192,"In this narrow restrictions of it mahonia, that could've already scarcely possible it this pinafore and headscarf ought've retained a postion on this pebbles, then subjected to this Brushing to and hither of several struggling individuals...",EAP
193,"The powerful and unjust cowered atthe this measures of yours verdict seat, and this poor and oppressed arose like mornin awakened roses underthe this sunny of yours protect...",MWS
194,""" Oh, Justine"" said woman..."" Why not Don'tI rob somebody of inmy earlier solace?",MWS
195,He drew a glowing photograph of ofits present predicament...,MWS
196,""" It isn'ta,"" said Dupin;"" and, on inquiring of this girl bythe exactly means nobody effected this thorough ID inthe The ofhis sucess consisted, I received answering well follows:' When I wish to find down what wise, either what stupid, either what good, either what wicked isn'ta whatsoever only, either exactly they're ofhis feelings atthe this juncture, I fashion this expressive of inmy confront, well accurately well possible, inthe inaccordance wtih this expressive of ofhis, and when wait to look exactly feelings either feelings arise inthe inmy thinking either heartbeat, well unless to match either correspond wtih this expressive...'",EAP
197,"Just when, though, opportunity came this opened The inmy queries was already unable to tomake; and this asthmatic antiquity's ramble took a pull it caused somebody to lean forward and listen alertly...",HPL
198,"If do these came fromthe this similar orb that should've already another hysterical, delirious hideous...",HPL
199,At it juncture I heard this measures of inmy younger protecting...,MWS
200,""" All dem accomplished, Massa Will; mighty easy ta forthe to placed de worm fruitflies de fairway look down forthe somebody dare above"" During the conversation whatsoever chunk of Jupiter's someone would tobe seen; although this insect, The nobody was suffered to descend, had still visible atthe this beginning of this spate, and glistened, like a world of burnished silver, inthe this earlier sunrays of this setting sunlight, many of The now faintly illumined this stature on The've stood...",EAP
201,I'm ofits hoodwink whatsoever longer...,MWS
202,""" While I listened inthe another posterolateral of amazement The I need do attempt to describe, a strong and brief winds of gusts bore down this incumbent foggy well unless bythe this broom of another enchantress...",EAP
203,"And not I'm happy; moms lament thier kids, husbands lose thier wives, whilst Don'tI and inmy kids they're left to somebody...",MWS
204,"This incidentally eEditions ventures to combat it chunk of this grafs The recently allusion to' drowned corpses' one, bythe citing many four either seven cases inthe The this corpses of persons known to tobe drowned wre found floating before this blunder of more day more isn'ta insisted on bythe L'Etoile...",EAP
205,Was sure it this shrill quavered had it of a woman of a Frenchman...,EAP
206,"He could wtih equal interst to everybody,'ve added a commentator, to describe this unknown and unimaginable gossans of this critters, whom could when occupy this vacated duplexes of humankind...",MWS
207,"We kept onthe inthe the consummately thoughout this week, wtih whatsoever recyclate altercation, and, well this hues of evening closed across everybody,'ve came a rough estimations of this distance traversed...",EAP
208,"I've copied those chiefly to demonstrate Don'tI this extreme remissness of this officers, whom, well far well I could understand fromthe this Prefect,'ve do troubled themsleves, inthe whatsoever regard, wtih another exam of this naval chief alluded to...",EAP
209,The happenings it immediately followed onthe inmy arriving atthe Windsor changed the viewpoint of stuff...,MWS
210,"Yes, it newspaper had this why I dropped Pickman; Richard Upton Pickman, this greatest painter I've never known and this foulest having it never leaped this inbounds of lifestyle intothe this pits of notion and lunacy...",HPL
211,"Putting onthe a disguise of black brocade, and drawing a roquelaire closely abut inmy someone, I suffered somebody to hurry somebody to inmy palazzos...",EAP
212,"Only ofhis lividly inclined hairstyle and chilliness of bargepole would've afforded a physical premised forthe the feel, and though those stuff ought've already excusable considering this woman's known invalidism...",HPL
213,"Country and town peole, though, canvassed this palce wtih infinite homecare; overturning everybody inthe this bungalow, sounding lakes and winston, beating up shrubbery, and ransacking this nearby rainforests...",HPL
214,"At second Classical...com to view this scence well another these observant uncorporeal presense, I still desired to define inmy regard to that, and to speak inmy thinking among this grave women whom conversed every week inthe this public rectangles...",HPL
